[DEBUG] [2020-11-19 02:00:00] SslHandler.setHandshakeSuccess(1807) | [id: 0x0012cc96, L:/127.0.0.1:57664 - R:/127.0.0.1:20201] HANDSHAKEN: protocol:TLSv1.2 cipher suite:TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384
[DEBUG] [2020-11-19 02:00:00] SslHandler.setHandshakeSuccess(1807) | [id: 0x4a472763, L:/127.0.0.1:54324 - R:/127.0.0.1:20200] HANDSHAKEN: protocol:TLSv1.2 cipher suite:TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384
[INFO] [2020-11-19 02:00:00] ChannelHandler.userEventTriggered(73) |  handshake success, host: 127.0.0.1, port: 20201, ctx: 1537500455
[DEBUG] [2020-11-19 02:00:00] ConnectionManager.addConnectionContext(408) | addConnectionContext, endpoint: 127.0.0.1:20201, ctx:ChannelHandlerContext(ChannelHandler#0, [id: 0x0012cc96, L:/127.0.0.1:57664 - R:/127.0.0.1:20201])
[INFO] [2020-11-19 02:00:00] ChannelHandler.userEventTriggered(73) |  handshake success, host: 127.0.0.1, port: 20200, ctx: 1898902253
[DEBUG] [2020-11-19 02:00:00] ConnectionManager.addConnectionContext(408) | addConnectionContext, endpoint: 127.0.0.1:20200, ctx:ChannelHandlerContext(ChannelHandler#0, [id: 0x4a472763, L:/127.0.0.1:54324 - R:/127.0.0.1:20200])
[DEBUG] [2020-11-19 02:00:00] ChannelMsgHandler.onConnect(112) | onConnect in ChannelMsgHandler called, host : 127.0.0.1:20201
[DEBUG] [2020-11-19 02:00:00] ChannelMsgHandler.onConnect(112) | onConnect in ChannelMsgHandler called, host : 127.0.0.1:20200
[INFO] [2020-11-19 02:00:00] ChannelMsgHandler$1.onResponse(224) |  node: ClientVersion{version='2.6.0', supportedVersion='2.6.0', chainId='1', buildTime='20200814 08:45:06', buildType='Linux/clang/Release', gitBranch='HEAD', gitCommitHash='e4a5ef2ef64d1943fccc4ebc61467a91779fb1c0'}, content: {"id":1,"jsonrpc":"2.0","result":{"Build Time":"20200814 08:45:06","Build Type":"Linux/clang/Release","Chain Id":"1","FISCO-BCOS Version":"2.6.0","Git Branch":"HEAD","Git Commit Hash":"e4a5ef2ef64d1943fccc4ebc61467a91779fb1c0","Supported Version":"2.6.0"}}

[INFO] [2020-11-19 02:00:00] ChannelMsgHandler$1.onResponse(224) |  node: ClientVersion{version='2.6.0', supportedVersion='2.6.0', chainId='1', buildTime='20200814 08:45:06', buildType='Linux/clang/Release', gitBranch='HEAD', gitCommitHash='e4a5ef2ef64d1943fccc4ebc61467a91779fb1c0'}, content: {"id":0,"jsonrpc":"2.0","result":{"Build Time":"20200814 08:45:06","Build Type":"Linux/clang/Release","Chain Id":"1","FISCO-BCOS Version":"2.6.0","Git Branch":"HEAD","Git Commit Hash":"e4a5ef2ef64d1943fccc4ebc61467a91779fb1c0","Supported Version":"2.6.0"}}

[INFO] [2020-11-19 02:00:00] ChannelMsgHandler$1.onResponse(232) |  support channel handshake node
[INFO] [2020-11-19 02:00:00] ChannelMsgHandler$1.onResponse(232) |  support channel handshake node
[INFO] [2020-11-19 02:00:00] ChannelMsgHandler$2.onResponse(308) |  channel protocol handshake success, set socket channel protocol, host: 127.0.0.1:20201, channel protocol: ChannelProtocol [protocol=3, nodeVersion=2.6.0, EnumProtocol=VERSION_3]
[INFO] [2020-11-19 02:00:00] ChannelMsgHandler$2.onResponse(308) |  channel protocol handshake success, set socket channel protocol, host: 127.0.0.1:20200, channel protocol: ChannelProtocol [protocol=3, nodeVersion=2.6.0, EnumProtocol=VERSION_3]
[INFO] [2020-11-19 02:00:00] ChannelImp.checkConnectionsToStartPeriodTask(132) |  Connect to  nodes: 127.0.0.1:20200, 127.0.0.1:20201, java version: 1.8.0_265 ,java vendor: Oracle Corporation
[DEBUG] [2020-11-19 02:00:00] ChannelImp.start(92) | Start the channel success
[INFO] [2020-11-19 02:00:00] BcosSDK.<init>(64) | create BcosSDK, start channel success, cryptoType: 0
[DEBUG] [2020-11-19 02:00:00] ThreadPoolService.<init>(37) | Create ThreadPoolService, threadName: channelProcessor, corePoolSize: 1, maxBlockingQueueSize: 102400
[INFO] [2020-11-19 02:00:00] BcosSDK.<init>(74) | create BcosSDK, start channel succ, channelProcessorThreadSize: 1, receiptProcessorThreadSize: 1
[DEBUG] [2020-11-19 02:00:00] ThreadPoolService.<init>(37) | Create ThreadPoolService, threadName: GroupManagerServiceImpl, corePoolSize: 1, maxBlockingQueueSize: 102400
[INFO] [2020-11-19 02:00:00] GroupManagerServiceImpl.registerBlockNumberNotifyHandler(259) | registerBlockNumberNotifyHandler
[INFO] [2020-11-19 02:00:00] GroupManagerServiceImpl.registerTransactionNotifyHandler(281) | registerTransactionNotifyHandler
[DEBUG] [2020-11-19 02:00:01] GroupServiceImpl.<init>(45) | insert group: 1 for peer 127.0.0.1:20200
[DEBUG] [2020-11-19 02:00:01] GroupManagerServiceImpl.getAndUpdateBlockNumberForAllPeers(528) | g: 1, getAndUpdateBlockNumberForAllPeers, group availablePeers:[127.0.0.1:20200]
[DEBUG] [2020-11-19 02:00:01] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 2, groupId: 1
[DEBUG] [2020-11-19 02:00:01] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 2, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2020-11-19 02:00:01] GroupManagerServiceImpl.fetchAndUpdateBlockNumberInfo(542) | fetch and update the blockNumber information, groupId: 1, peer:127.0.0.1:20200, blockNumber: 2
[DEBUG] [2020-11-19 02:00:01] GroupServiceImpl.insertNode(84) | g:1, insertNode=127.0.0.1:20201, nodeSize=2, blockNumberInfoSize=1
[DEBUG] [2020-11-19 02:00:01] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 2, groupId: 1
[DEBUG] [2020-11-19 02:00:01] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 2, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2020-11-19 02:00:01] GroupManagerServiceImpl.fetchAndUpdateBlockNumberInfo(542) | fetch and update the blockNumber information, groupId: 1, peer:127.0.0.1:20201, blockNumber: 2
[DEBUG] [2020-11-19 02:00:01] GroupManagerServiceImpl.start(445) | start GroupManagerService...
[INFO] [2020-11-19 02:00:01] BcosSDK.<init>(85) | create BcosSDK, create groupManagerService success
[DEBUG] [2020-11-19 02:00:01] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 127.0.0.1:20200, groupList: [1]
[DEBUG] [2020-11-19 02:00:01] TopicManager.updateBlockNotify(139) | update block notify, peer: 127.0.0.1:20200, groupInfo: [1]
[DEBUG] [2020-11-19 02:00:01] TopicManager.updateBlockNotify(144) | add block notify, peer: 127.0.0.1:20200, topic: _block_notify_1
[INFO] [2020-11-19 02:00:01] AmopImp.sendSubscribe(188) | update subscribe inform 2 peers
[DEBUG] [2020-11-19 02:00:01] AmopImp.updateSubscribeToPeer(210) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2020-11-19 02:00:01] AmopImp.updateSubscribeToPeer(210) | update topics to node, node:127.0.0.1:20201, topics:[]
[DEBUG] [2020-11-19 02:00:01] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 127.0.0.1:20201, groupList: [1]
[DEBUG] [2020-11-19 02:00:01] TopicManager.updateBlockNotify(139) | update block notify, peer: 127.0.0.1:20201, groupInfo: [1]
[DEBUG] [2020-11-19 02:00:01] TopicManager.updateBlockNotify(144) | add block notify, peer: 127.0.0.1:20201, topic: _block_notify_1
[INFO] [2020-11-19 02:00:01] AmopImp.sendSubscribe(188) | update subscribe inform 2 peers
[DEBUG] [2020-11-19 02:00:01] AmopImp.updateSubscribeToPeer(210) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2020-11-19 02:00:01] AmopImp.updateSubscribeToPeer(210) | update topics to node, node:127.0.0.1:20201, topics:["_block_notify_1"]
[INFO] [2020-11-19 02:00:01] AmopImp.start(160) | amop module started
[INFO] [2020-11-19 02:00:01] AmopImp.sendSubscribe(188) | update subscribe inform 2 peers
[DEBUG] [2020-11-19 02:00:01] AmopImp.updateSubscribeToPeer(210) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2020-11-19 02:00:01] AmopImp.updateSubscribeToPeer(210) | update topics to node, node:127.0.0.1:20201, topics:["_block_notify_1"]
[INFO] [2020-11-19 02:00:01] BcosSDK.<init>(90) | create BcosSDK, create Amop success
[INFO] [2020-11-19 02:00:01] CryptoSuite.<init>(52) | init CryptoSuite, cryptoType: 0
[INFO] [2020-11-19 02:00:01] Client.build(109) | build client success for group 1
[INFO] [2020-11-19 02:00:01] BcosSDK.getClient(149) | create client for group 1 success
[DEBUG] [2020-11-19 02:00:01] ConsoleInitializer.loadAccountRandomly(177) | loadAccountRandomly, keyStoreFileDirPath:account/ecdsa
[DEBUG] [2020-11-19 02:00:01] ConsoleInitializer.loadAccountRandomly(186) | load pem account from /home/zzm99/fisco/console/account/ecdsa/0xbb14f02e39851ade663937f1895df6d03aefdb1f.pem
[DEBUG] [2020-11-19 02:00:04] CryptoSuite.loadAccount(102) | Load account from /home/zzm99/fisco/console/account/ecdsa/0xbb14f02e39851ade663937f1895df6d03aefdb1f.pem
[WARN] [2020-11-19 02:00:05] KeyTool.getMethod(217) | get method for EC5Util failed, method name: convertSpec
[WARN] [2020-11-19 02:00:05] KeyTool.getMethod(217) | get method for EC5Util failed, method name: convertSpec
[DEBUG] [2020-11-19 02:00:06] TransactionProcessorFactory.getChainIdAndGroupId(34) | getNodeVersion before createTransactionManager, binaryVerison: 2.6.0, supportedVersion:2.6.0
[DEBUG] [2020-11-19 02:00:06] TransactionProcessorFactory.getChainIdAndGroupId(48) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2020-11-19 02:00:06] TransactionProcessorFactory.getChainIdAndGroupId(34) | getNodeVersion before createTransactionManager, binaryVerison: 2.6.0, supportedVersion:2.6.0
[DEBUG] [2020-11-19 02:00:06] TransactionProcessorFactory.getChainIdAndGroupId(48) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2020-11-19 02:00:07] TransactionProcessorFactory.getChainIdAndGroupId(34) | getNodeVersion before createTransactionManager, binaryVerison: 2.6.0, supportedVersion:2.6.0
[DEBUG] [2020-11-19 02:00:07] TransactionProcessorFactory.getChainIdAndGroupId(48) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2020-11-19 02:00:07] TransactionProcessorFactory.getChainIdAndGroupId(34) | getNodeVersion before createTransactionManager, binaryVerison: 2.6.0, supportedVersion:2.6.0
[DEBUG] [2020-11-19 02:00:07] TransactionProcessorFactory.getChainIdAndGroupId(48) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2020-11-19 02:00:07] TransactionProcessorFactory.getChainIdAndGroupId(34) | getNodeVersion before createTransactionManager, binaryVerison: 2.6.0, supportedVersion:2.6.0
[DEBUG] [2020-11-19 02:00:07] TransactionProcessorFactory.getChainIdAndGroupId(48) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2020-11-19 02:00:07] TransactionProcessorFactory.getChainIdAndGroupId(34) | getNodeVersion before createTransactionManager, binaryVerison: 2.6.0, supportedVersion:2.6.0
[DEBUG] [2020-11-19 02:00:07] TransactionProcessorFactory.getChainIdAndGroupId(48) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2020-11-19 02:00:07] TransactionProcessorFactory.getChainIdAndGroupId(34) | getNodeVersion before createTransactionManager, binaryVerison: 2.6.0, supportedVersion:2.6.0
[DEBUG] [2020-11-19 02:00:07] TransactionProcessorFactory.getChainIdAndGroupId(48) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2020-11-19 02:00:07] TransactionProcessorFactory.getChainIdAndGroupId(34) | getNodeVersion before createTransactionManager, binaryVerison: 2.6.0, supportedVersion:2.6.0
[DEBUG] [2020-11-19 02:00:07] TransactionProcessorFactory.getChainIdAndGroupId(48) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2020-11-19 02:00:07] TransactionProcessorFactory.getChainIdAndGroupId(34) | getNodeVersion before createTransactionManager, binaryVerison: 2.6.0, supportedVersion:2.6.0
[DEBUG] [2020-11-19 02:00:07] TransactionProcessorFactory.getChainIdAndGroupId(48) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2020-11-19 02:00:07] TransactionProcessorFactory.getChainIdAndGroupId(34) | getNodeVersion before createTransactionManager, binaryVerison: 2.6.0, supportedVersion:2.6.0
[DEBUG] [2020-11-19 02:00:07] TransactionProcessorFactory.getChainIdAndGroupId(48) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2020-11-19 02:01:08] SolidityCompiler.compileSrc(305) |  source: /home/zzm99/fisco/console/contracts/solidity/Asset.sol, sm: false
